Country,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,PCA_component1,PCA_component2
Bulgaria,44.183,22.64,304.5,1.1,1.1,2020-01-25,1120,A,59,6.0NRT,285.5,8.5,D,7.115016102010402,2.393590020725839
Romania,44.714,25.366,303.1,1,1,2020-01-25,1120,A,55,6.0NRT,285.6,6.7,D,7.449048872041189,2.3372970539715467
Romania,44.461,23.422,300.2,1.1,1,2020-01-25,1120,A,31,6.0NRT,286.7,5.1,D,7.389251162959559,2.1935485397465087
Romania,44.92,26.447,303.9,1,1,2020-01-25,1120,A,57,6.0NRT,287.7,6.6,D,7.582289000741654,2.4079469253887162
Romania,44.783,25.139,311.4,1,1,2020-01-25,1120,A,71,6.0NRT,285.8,12.1,D,7.6072587069434405,2.556120549643589
Romania,45.056,26.991,300.2,1,1,2020-01-25,1120,A,31,6.0NRT,286.9,5.3,D,7.460502291518176,2.352957805393395
Romania,44.495,22.832,316.9,1.1,1,2020-01-25,1120,A,77,6.0NRT,286.1,18.5,D,7.655205577719811,2.6364442589755566
Romania,45.415,29.082,300.4,1.2,1.1,2020-01-25,1120,A,37,6.0NRT,285.7,6.6,D,6.884441552324444,2.710053575057966
Romania,45.309,26.744,307,1,1,2020-01-25,1120,A,65,6.0NRT,283.9,10,D,7.381628469001134,2.5660377673080035
Ukraine,45.581,28.658,303,1.2,1.1,2020-01-25,1120,A,47,6.0NRT,284.4,7.8,D,6.841163766944622,2.7817590567540913
Ukraine,45.703,28.648,302.8,1.2,1.1,2020-01-25,1120,A,53,6.0NRT,284.2,7.9,D,6.820101974044693,2.788881723749352
Ukraine,45.702,28.633,303.2,1.2,1.1,2020-01-25,1120,A,55,6.0NRT,285.8,8.4,D,6.929373623036063,2.7910386419741386
Romania,44.96,22.184,304.2,1.1,1.1,2020-01-25,1120,A,58,6.0NRT,280.6,11,D,6.772503644284898,2.4747373670682187
Ukraine,46.466,30.119,304.4,1.4,1.2,2020-01-25,1120,A,59,6.0NRT,280.7,13,D,6.11423541147669,3.2194190166085805
Ukraine,46.465,30.101,301.9,1.4,1.2,2020-01-25,1120,A,37,6.0NRT,281.2,10.4,D,6.099172340441712,3.143900931854298
Ukraine,46.477,30.117,439.5,1.4,1.2,2020-01-25,1120,A,94,6.0NRT,295.9,947.4,D,11.527503107668696,10.72067907857874
Ukraine,46.475,30.099,439.6,1.4,1.2,2020-01-25,1120,A,75,6.0NRT,302.6,945.5,D,11.949613458896366,10.675542646668172
Ukraine,46.487,30.115,326.9,1.4,1.2,2020-01-25,1120,A,74,6.0NRT,280.1,41.6,D,6.509717180511063,3.895412649142267
Ukraine,46.483,30.108,406,1.4,1.2,2020-01-25,1120,A,75,6.0NRT,293.7,473.3,D,9.699201744240641,7.72152066034138
Ukraine,46.481,30.091,372.5,1.4,1.2,2020-01-25,1120,A,0,6.0NRT,290,203.8,D,8.270054823181335,5.684088925613337
Romania,46.154,27.015,312.4,1.1,1,2020-01-25,1120,A,73,6.0NRT,283.9,14.7,D,7.346118279674565,2.846398014141175
Ukraine,47.633,30.276,331.1,1.5,1.2,2020-01-25,1120,A,87,6.0NRT,281.1,57.1,D,6.531242410326582,4.213672752834073
Ukraine,47.643,29.924,314.2,1.4,1.2,2020-01-25,1120,A,75,6.0NRT,282.8,25.1,D,6.384297931533392,3.593442783742657
Ukraine,47.724,29.941,316,1.4,1.2,2020-01-25,1120,A,76,6.0NRT,281.5,28,D,6.334439385183393,3.665135865572001
Ukraine,47.956,31.801,308,1.8,1.3,2020-01-25,1120,A,66,6.0NRT,280.3,24.3,D,5.427062708065434,3.869358023041085
Ukraine,47.954,31.777,306.8,1.8,1.3,2020-01-25,1120,A,64,6.0NRT,280.5,22.6,D,5.416322515484675,3.830443116322079
Ukraine,48.165,34.783,300.8,2.5,1.5,2020-01-25,1120,A,41,6.0NRT,277.3,28.2,D,3.854415526512876,4.446844965936249
Ukraine,48.169,34.778,304.2,2.5,1.5,2020-01-25,1120,A,58,6.0NRT,277.5,33.6,D,3.935192511983057,4.552274473615546
Ukraine,48.732,31.326,309.2,1.7,1.3,2020-01-25,1120,A,68,6.0NRT,279.8,26,D,5.482373187237588,3.913298475377888
Ukraine,48.355,26.356,304.6,1.1,1,2020-01-25,1120,A,59,6.0NRT,280.3,9.8,D,6.883983312906591,2.8232005093534265
Ukraine,48.667,28.934,334.3,1.3,1.1,2020-01-25,1120,A,89,6.0NRT,281.4,56.1,D,7.041989835451496,4.098469686304317
Ukraine,48.665,28.916,303.2,1.3,1.1,2020-01-25,1120,A,55,6.0NRT,279.4,11.9,D,6.3035162142031975,3.159634792133528
Ukraine,48.981,29.986,302,1.5,1.2,2020-01-25,1120,A,50,6.0NRT,277.8,14,D,5.686559513819638,3.4423134594454394
Ukraine,48.903,28.449,337.2,1.3,1.1,2020-01-25,1120,A,90,6.0NRT,279.1,59.4,D,6.942332999718521,4.196346037088537
Ukraine,48.901,28.432,330.2,1.3,1.1,2020-01-25,1120,A,87,6.0NRT,279.5,45.6,D,6.820849652931183,3.96159738083528
Ukraine,49.158,27.334,305.1,1.2,1.1,2020-01-25,1120,A,61,6.0NRT,276.3,12.7,D,6.219318994518275,3.1590400044436855
Ukraine,49.4,28.659,303.1,1.3,1.1,2020-01-25,1120,A,48,6.0NRT,277.1,12.9,D,6.126729856655632,3.2286439310661375
Ukraine,49.466,26.985,306.8,1.1,1.1,2020-01-25,1120,A,64,6.0NRT,276.2,13.8,D,6.326983019575459,3.1740376717798156
Ukraine,49.762,27,328.5,1.1,1.1,2020-01-25,1120,A,81,6.0NRT,276.1,37.8,D,6.717835262701582,3.831639730551456
Ukraine,49.771,26.998,328.8,1.1,1.1,2020-01-25,1120,A,81,6.0NRT,276.4,38.1,D,6.742066065007353,3.8392240248278977
Ukraine,49.519,23.741,301.8,1,1,2020-01-25,1120,A,49,6.0NRT,277.4,7.9,D,6.7033145099558755,2.7119416725084893
Ukraine,49.52,23.684,304.9,1,1,2020-01-25,1120,A,60,6.0NRT,278.5,9.7,D,6.827913073419892,2.785882076516342
Ukraine,49.947,26.386,318.1,1.1,1,2020-01-25,1120,A,78,6.0NRT,276.1,23.4,D,6.7990751966644085,3.374106661056495
Ukraine,49.946,26.371,306.8,1.1,1,2020-01-25,1120,A,64,6.0NRT,275.8,13.2,D,6.5720021312773245,3.0575343355596147
Cyprus,34.882,32.454,301.1,1.3,1.1,2020-01-25,1115,A,45,6.0NRT,286.6,7.5,D,7.316049420974684,1.9902241289115765
Turkey,38.683,27.498,300.9,1,1,2020-01-25,1115,A,41,6.0NRT,288.7,3.6,D,7.864349649982885,1.8170559154684334
Turkey,38.692,27.496,302.7,1,1,2020-01-25,1115,A,53,6.0NRT,289.1,4.6,D,7.9209731569496,1.863177980794239
Turkey,38.771,27.472,301.2,1,1,2020-01-25,1115,A,42,6.0NRT,290.5,4.1,D,7.980775793764784,1.8230608714741137
Spain,43.543,-5.837,302,1,1,2020-01-25,1115,T,47,6.0NRT,285.4,6.8,D,7.575525130779212,0.8947906613553074
Spain,43.542,-5.824,304,1,1,2020-01-25,1115,T,50,6.0NRT,284.2,8.1,D,7.535039719147354,0.9558540495523249
Portugal,41.443,-7.668,302.3,1.1,1.1,2020-01-25,1115,T,52,6.0NRT,281.4,8.9,D,7.043547061026063,0.8479994434664389
Algeria,35.806,-0.265,318.1,1.8,1.3,2020-01-25,1120,T,59,6.0NRT,289,37.1,D,6.817876828331671,1.696787733968024
Algeria,35.802,-0.246,320.5,1.8,1.3,2020-01-25,1120,T,61,6.0NRT,289.4,42,D,6.894165691092749,1.7751795152347143
Algeria,35.973,1.882,302.5,1,1,2020-01-25,1255,A,49,6.0NRT,290.4,5.3,D,8.170603214770217,0.4408095136719128
Algeria,35.971,1.871,306.8,1,1,2020-01-25,1255,A,64,6.0NRT,289.4,8.2,D,8.184141263594842,0.5620551565448868
Ukraine,46.537,32.411,315.9,2.1,1.4,2020-01-25,1905,T,82,6.0NRT,273.4,56,N,4.5064337589511805,3.984321714559477
Ukraine,45.374,29.534,310.4,2.9,1.6,2020-01-26,0055,A,80,6.0NRT,266.7,75.3,N,3.1264339618573804,5.364233557124899
Ukraine,45.372,29.529,313.3,2.9,1.6,2020-01-26,0055,A,87,6.0NRT,266.8,82.8,N,3.198083718336954,5.467548213921562
Ukraine,49.303,33.235,317.2,1.1,1.1,2020-01-26,0840,T,73,6.0NRT,277.3,21,D,6.610384257054872,3.8445273259718915
Ukraine,49.294,33.232,315.5,1.1,1.1,2020-01-26,0840,T,72,6.0NRT,277.1,18.9,D,6.565430234965375,3.794325973618524
Romania,45.361,29.499,333,1.4,1.2,2020-01-26,0840,T,88,6.0NRT,278.9,60.6,D,6.671240913982349,4.156136822500942
Romania,45.352,29.479,328.9,1.4,1.2,2020-01-26,0840,T,65,6.0NRT,276.8,51.5,D,6.449966747237364,4.0259274911251355
Romania,45.35,29.497,353.6,1.4,1.2,2020-01-26,0840,T,85,6.0NRT,280.2,123.6,D,7.240819497799013,4.933762854816505
Bulgaria,42.157,25.051,302.4,2.3,1.5,2020-01-26,0840,T,52,6.0NRT,281,21.6,D,4.630648599503967,3.550897968632424
Bulgaria,42.161,25.046,306.5,2.3,1.5,2020-01-26,0840,T,64,6.0NRT,280.9,31.9,D,4.715596083253794,3.6975953211272565
Romania,45.352,29.486,306.1,2.3,1.5,2020-01-26,1025,A,47,6.0NRT,280,33,D,4.460521707074502,4.070776140860023
Germany,51.483,6.709,306.7,1.4,1.2,2020-01-26,1020,T,0,6.0NRT,278.3,15.8,D,5.86572548488561,2.8057537857051216
Germany,51.365,6.709,300.8,1.4,1.2,2020-01-26,1020,T,36,6.0NRT,278.2,12,D,5.759617831991547,2.63725900053822
Belgium,51.172,3.814,307.8,1.9,1.3,2020-01-26,1020,T,47,6.0NRT,277.6,29.8,D,5.124107498506115,3.1019458002239015
France,51.027,2.255,300.1,2.2,1.4,2020-01-26,1020,T,23,6.0NRT,277.5,21.8,D,4.405213304996808,3.0657108576313994
Italy,45.465,10.455,309.8,1,1,2020-01-26,1020,T,69,6.0NRT,281.5,11.8,D,7.3306068127394415,2.0331873959979125
Tunisia,35.633,10.155,303.7,1.2,1.1,2020-01-26,1020,T,56,6.0NRT,292,4.6,D,7.833040667950133,1.1367524764148524
Tunisia,35.631,10.148,304,1.2,1.1,2020-01-26,1020,T,58,6.0NRT,291.9,5.4,D,7.833613576109296,1.1477422779373294
Algeria,36.5,2.337,305.7,1.5,1.2,2020-01-26,1020,T,58,6.0NRT,280.9,13.7,D,6.59117661137492,1.2983142252859046
Algeria,36.498,2.353,300.1,1.5,1.2,2020-01-26,1020,T,23,6.0NRT,277.8,8.2,D,6.290381512724229,1.1568293904942977
Italy,37.63,13.895,302.3,1.2,1.1,2020-01-26,1200,A,46,6.0NRT,291.8,4.8,D,7.660964066833034,1.3478469617318065
Italy,37.858,13.88,300.8,1.1,1.1,2020-01-26,1200,A,40,6.0NRT,288.7,4.8,D,7.52617814515617,1.305242549444047
Bulgaria,42.352,23.832,302.5,2.2,1.4,2020-01-26,1200,A,43,6.0NRT,284.1,19,D,5.132640053021052,3.1308243398452293
Bulgaria,43.572,22.865,300.6,2,1.4,2020-01-26,1200,A,36,6.0NRT,285.4,12.8,D,5.3108837753914475,3.0283262278140852
Romania,43.702,24.584,303.1,2.5,1.5,2020-01-26,1200,A,55,6.0NRT,288.8,18.2,D,4.796491808128261,3.528653524536796
Serbia,44.233,22.61,302.4,1.9,1.4,2020-01-26,1200,A,52,6.0NRT,288.8,11.4,D,5.620166286144539,3.049368682815096
Serbia,44.238,22.602,303.4,1.9,1.4,2020-01-26,1200,A,56,6.0NRT,288.9,13.1,D,5.646657718973909,3.0807270392990813
Serbia,44.272,21.186,302.8,1.6,1.3,2020-01-26,1200,A,54,6.0NRT,288.9,10.7,D,6.214054441573445,2.735166378313509
Romania,44.413,22.596,303.7,1.9,1.4,2020-01-26,1200,A,57,6.0NRT,287.8,15,D,5.578621153575857,3.118089453704204
Romania,44.417,22.587,305.5,1.9,1.4,2020-01-26,1200,A,62,6.0NRT,287.3,18.1,D,5.583479216502486,3.1783385360063865
Romania,44.817,22.995,307.2,2.1,1.4,2020-01-26,1200,A,65,6.0NRT,284.8,24.5,D,5.256455727835879,3.4026055834935036
Romania,44.819,22.987,302.4,2.1,1.4,2020-01-26,1200,A,52,6.0NRT,284.8,17.4,D,5.161299757405777,3.254651857091889
Romania,44.974,23.395,310.5,2.2,1.4,2020-01-26,1200,A,70,6.0NRT,283,37.5,D,5.12276558449863,3.626583728773955
Romania,45.073,21.55,308.3,1.7,1.3,2020-01-26,1200,A,67,6.0NRT,285.5,21.2,D,5.9801776698267135,3.0641756582516484
Romania,45.669,27.25,300.4,3.7,1.8,2020-01-26,1200,A,37,6.0NRT,281.6,38.3,D,2.2206146805154408,4.804567437153256
Romania,45.361,29.48,334.3,1,1,2020-01-26,1950,T,100,6.0NRT,269.3,41.6,N,6.7613757032934085,3.1010111874847386
Ukraine,45.37,29.477,325.6,1,1,2020-01-26,1950,T,100,6.0NRT,269.2,30.3,N,6.58607424468237,2.8416843540141095
Romania,45.368,29.464,306.6,1,1,2020-01-26,1950,T,47,6.0NRT,268.7,12.8,N,6.203680497651802,2.3082279750185997
Ukraine,45.376,29.468,304.3,1,1,2020-01-26,1950,T,60,6.0NRT,268.2,12.4,N,6.133283389347808,2.255102189882054
Ukraine,45.374,29.455,324.7,1,1,2020-01-26,1950,T,100,6.0NRT,269.8,30.6,N,6.61013049450191,2.8176252870309897
Ukraine,45.383,29.452,362.6,1,1,2020-01-26,1950,T,100,6.0NRT,273.7,106,N,7.654616925013196,4.0534723303574625
Ukraine,45.381,29.439,366.9,1,1,2020-01-26,1950,T,100,6.0NRT,273.3,119.8,N,7.732527244415305,4.222096163264827
Algeria,35.801,-0.256,300.9,2.9,1.6,2020-01-26,2125,T,35,6.0NRT,281.2,37,N,3.8749418395967234,1.6521474476237938
Algeria,35.802,-0.261,303.5,2.9,1.6,2020-01-26,2125,T,56,6.0NRT,281.1,44.7,N,3.929385045656614,1.7506178413753726
Romania,45.403,29.396,389.4,1.1,1,2020-01-27,0000,A,100,6.0NRT,270.1,228.3,N,8.474796256947032,6.412730915422662
Romania,45.401,29.41,495.5,1.1,1,2020-01-27,0000,A,100,6.0NRT,318.2,1711.7,N,16.829474501970008,15.596164231797767
Romania,45.399,29.423,415.1,1.1,1,2020-01-27,0000,A,100,6.0NRT,289,406,N,10.519902735570023,7.749937898279235
Ukraine,45.398,29.437,407.6,1.1,1,2020-01-27,0000,A,100,6.0NRT,282.2,343.1,N,9.81498894887514,7.316165613062981
Romania,45.392,29.407,337,1.1,1,2020-01-27,0000,A,100,6.0NRT,267.7,47.3,N,7.035098014990229,4.329633638106417
Ukraine,45.388,29.435,311.4,1.1,1,2020-01-27,0000,A,33,6.0NRT,271.1,15.4,N,6.75805274251018,3.550930957967146
Ukraine,45.379,29.468,311.3,1.1,1,2020-01-27,0000,A,82,6.0NRT,269,18.1,N,6.6300507178453065,3.5735639755065876
Algeria,35.814,-0.257,309.2,1.4,1.2,2020-01-27,0140,A,77,6.0NRT,281.7,20.5,N,7.021920914167,1.6689076194992445
Germany,52.157,10.405,302.1,1,1,2020-01-27,0135,A,47,6.0NRT,273.3,9.5,N,6.5570770978463155,2.9491818977355893
Czechia,49.683,18.664,308.7,1.6,1.3,2020-01-27,0925,T,0,6.0NRT,266.2,25.6,D,4.713802269876504,3.582881072168509
Romania,45.387,29.412,323.4,1.4,1.2,2020-01-27,0925,T,51,6.0NRT,282.9,32.6,D,6.666879328837029,3.729778924130088
Ukraine,45.377,29.463,305.7,1.4,1.2,2020-01-27,0925,T,46,6.0NRT,281.8,13.2,D,6.263101514811519,3.223898984844565
Romania,45.395,29.391,358.3,1.4,1.2,2020-01-27,0925,T,74,6.0NRT,283.9,125.3,D,7.520587698235326,4.99012748196256
Romania,45.391,29.407,334.1,1.4,1.2,2020-01-27,0925,T,54,6.0NRT,284.3,52,D,6.9761139603485285,4.068153125035416
Romania,45.381,29.403,320.9,1.4,1.2,2020-01-27,0925,T,56,6.0NRT,281,29.6,D,6.498830496151097,3.6658497371837027
Romania,45.394,29.387,368.2,1,1,2020-01-27,1105,A,71,6.0NRT,281.4,110.3,D,8.417396725222357,4.640176410755021
Romania,45.403,29.384,366.7,1,1,2020-01-27,1105,A,0,6.0NRT,283.2,103.1,D,8.489425315895563,4.56128677698893
Ukraine,48.66,30.444,306.8,1.1,1.1,2020-01-27,1105,A,64,6.0NRT,278.6,12.8,D,6.471829473848034,3.242119295593689
Algeria,35.811,-0.271,305.1,1.2,1.1,2020-01-27,1105,T,39,6.0NRT,288.5,7.3,D,7.6332014590925,0.7348128840621571
Algeria,35.809,-0.258,317,1.2,1.1,2020-01-27,1105,T,58,6.0NRT,289.6,19.7,D,7.926206422589182,1.07112799841287
Algeria,35.806,-0.245,308.5,1.2,1.1,2020-01-27,1105,T,51,6.0NRT,289,10.4,D,7.727748924677497,0.8283443608491137
Algeria,34.653,5.853,307.6,1,1,2020-01-27,1245,A,43,6.0NRT,297.3,3.9,D,8.701966686530742,0.5754012803735131
Algeria,36.787,7.693,305,1,1,2020-01-27,1245,A,60,6.0NRT,291,5.7,D,8.163928331509124,0.8226629619336427
Algeria,35.8,-0.258,308,1.9,1.3,2020-01-27,1245,A,58,6.0NRT,290.5,17.6,D,6.540368997580133,1.3190860198737648
Italy,45.624,12.594,307.4,2.2,1.4,2020-01-27,1245,A,65,6.0NRT,282.6,32.5,D,5.008195828369382,3.0894261976191277
Italy,45.632,11.438,303.1,1.9,1.4,2020-01-27,1245,A,55,6.0NRT,280.7,19.8,D,5.079361605593956,2.7590484124944674
United Kingdom,56.1,-3.302,302.8,1,1,2020-01-27,1250,A,54,6.0NRT,275.8,10.1,D,6.353883829925092,2.1054939336443974
Algeria,35.813,-0.253,325.5,1,1,2020-01-27,2210,T,81,6.0NRT,284.2,25.6,N,7.977781491752157,0.5059433223817376
Algeria,35.811,-0.264,310,1,1,2020-01-27,2210,T,52,6.0NRT,282.1,12.2,N,7.560645697158956,0.08432142736214665
Algeria,35.819,-0.277,307,1,1,2020-01-27,2210,T,37,6.0NRT,282.8,10.3,N,7.5514213476162615,0.0
Algeria,35.813,-0.259,313.8,1.8,1.3,2020-01-28,0225,A,88,6.0NRT,280,38.5,N,6.3226373866577426,2.136462420590743
Algeria,35.81,-0.24,303,1.8,1.3,2020-01-28,0225,A,52,6.0NRT,280.2,21,N,6.117749362410365,1.7962320833840686
Algeria,35.807,-0.268,300.7,3.3,1.7,2020-01-28,1010,T,35,6.0NRT,283.7,27.6,D,3.5418696287175955,2.5098294725498143
Greece,40.383,21.904,303.4,1.1,1.1,2020-01-28,1150,A,56,6.0NRT,287.6,6.8,D,7.334074605178023,1.9505928396606365
Greece,40.388,21.91,305.3,1.1,1.1,2020-01-28,1150,A,17,6.0NRT,288,8.1,D,7.393197104679672,2.0004896935632197
North Macedonia,41.439,21.943,300.5,1.2,1.1,2020-01-28,1150,A,38,6.0NRT,287.7,5.4,D,7.146805676030025,2.012395592903547
Bulgaria,42.103,25.238,307.5,1.7,1.3,2020-01-28,1150,A,65,6.0NRT,287.2,16.5,D,6.151983023560841,2.9146019017670834
Bulgaria,42.112,25.229,301.1,1.7,1.3,2020-01-28,1150,A,44,6.0NRT,288.1,8.9,D,6.086407970591612,2.7215968671885444
Bulgaria,42.201,24.452,300.6,1.6,1.2,2020-01-28,1150,A,39,6.0NRT,289.5,6.1,D,6.546243495396485,2.4878225293375307
Bulgaria,42.204,24.463,305.9,1.6,1.2,2020-01-28,1150,A,62,6.0NRT,290.1,11.2,D,6.682513286857856,2.635581042428053
Bulgaria,42.24,24.495,301.4,1.6,1.2,2020-01-28,1150,A,47,6.0NRT,289.7,6.8,D,6.571740491005281,2.5143224594721376
Romania,45.306,27.134,324,2.4,1.5,2020-01-28,1150,A,83,6.0NRT,284.4,81.7,D,4.995871944239622,4.56052177452302
Romania,45.304,27.103,330.2,2.4,1.5,2020-01-28,1150,A,87,6.0NRT,285.8,108.9,D,5.251205299086418,4.826143184452198
Romania,45.301,27.126,337.2,2.4,1.5,2020-01-28,1150,A,90,6.0NRT,285,143.9,D,5.398698615789227,5.161841912026414
Romania,45.3,27.095,317.4,2.4,1.5,2020-01-28,1150,A,78,6.0NRT,285,60,D,4.874748318377877,4.296072869135557
Ukraine,48.384,26.312,303.9,2.3,1.5,2020-01-28,1150,A,57,6.0NRT,279.5,27.9,D,4.191410164762294,4.04930823032328
Ukraine,51.46,26.976,300.5,2.7,1.6,2020-01-28,1150,A,26,6.0NRT,277.1,27.8,D,3.1693051518178015,4.586559909115065
Belarus,51.667,27.025,312.8,2.7,1.6,2020-01-28,1150,A,63,6.0NRT,275.6,66.1,D,3.3570566116811142,5.087783183515979
Belarus,51.67,27.021,313.3,2.7,1.6,2020-01-28,1150,A,64,6.0NRT,275.8,68.2,D,3.3828109346948514,5.108492140186716
Algeria,35.804,-0.25,316,1.3,1.1,2020-01-28,1325,A,58,6.0NRT,289.8,18.2,D,7.754799833323766,0.9534167872983978
Algeria,35.803,-0.264,314,1.3,1.1,2020-01-28,1325,A,70,6.0NRT,290.9,16,D,7.786862366745359,0.8885003753515557
Germany,51.489,6.734,304.4,1,1,2020-01-28,2115,T,55,6.0NRT,275,10.1,N,6.2994229352469455,1.7044670709477328
Belgium,51.171,3.813,300.3,1.1,1.1,2020-01-28,2115,T,23,6.0NRT,274.5,10.6,N,5.838770389430269,1.6360406774315197
Germany,52.159,10.405,310.3,1.1,1,2020-01-29,0125,A,80,6.0NRT,275.1,16.2,N,6.6932228307958495,3.2163495741823662
Italy,45.146,9.944,303.7,1,1,2020-01-29,0125,A,56,6.0NRT,274.2,10.8,N,6.924305568268029,2.3585568896777707
Algeria,35.809,-0.247,300.8,2.1,1.4,2020-01-29,0130,A,33,6.0NRT,280.6,23.6,N,5.536614517404761,2.065134119400821
Turkey,39.401,31.093,303.1,1.1,1,2020-01-29,1055,A,55,6.0NRT,281.5,8.2,D,7.252556531033642,2.203080922388277
Algeria,35.811,-0.262,305,1,1,2020-01-29,1055,T,46,6.0NRT,284.9,6.1,D,7.852824479680333,0.5343031310767365
Algeria,35.809,-0.251,319.4,1,1,2020-01-29,1055,T,60,6.0NRT,285.3,17,D,8.138421132978804,0.927205084907651
Algeria,36.787,7.696,309.7,1.1,1,2020-01-29,1230,A,69,6.0NRT,293.6,8.3,D,8.285967213201937,0.9871019881364822
Algeria,36.786,7.684,304.3,1.1,1,2020-01-29,1230,A,55,6.0NRT,293.1,4.7,D,8.157951264103195,0.8435214761491108
